worker_id,platform,avg_daily_income,weekly_deliveries,active_days,rating,income_std,account_age_months,cancel_rate,monthly_income,default_risk
GW07404,Swiggy,313,14,9,4.5,347,13,0.1,2817,1
GW07405,Swiggy,1013,54,15,3.3,200,20,0.27,15195,1
GW07406,Swiggy,1197,19,16,4.7,124,11,0.07,19152,0
GW07407,Zomato,1028,15,26,4.9,255,9,0.29,26728,0
GW07408,Zomato,1151,13,26,4.6,193,4,0.28,29926,0
GW07409,Swiggy,601,13,16,4.8,88,15,0.11,9616,0
GW07410,Zomato,712,16,14,3.4,359,31,0.2,9968,1
GW07411,Swiggy,1093,57,21,4.0,430,2,0.15,22953,0
GW07412,Swiggy,569,42,9,3.3,163,12,0.18,5121,1
GW07413,Swiggy,606,18,19,4.7,153,21,0.06,11514,0
GW07414,Zomato,342,35,18,4.9,204,30,0.23,6156,1
GW07415,Swiggy,944,60,24,3.7,223,23,0.16,22656,1
GW07416,Swiggy,549,61,9,4.2,351,11,0.04,4941,0
GW07417,Swiggy,975,56,29,3.7,69,25,0.24,28275,1
GW07418,Swiggy,743,50,19,3.9,396,7,0.27,14117,1
GW07419,Swiggy,903,30,22,4.1,391,8,0.01,19866,0
GW07420,Zomato,844,69,15,4.6,337,22,0.24,12660,1
GW07421,Swiggy,638,61,15,3.5,337,3,0.17,9570,1
GW07422,Zomato,860,69,29,3.5,168,14,0.02,24940,0
GW07423,Swiggy,1042,31,25,3.6,226,27,0.14,26050,0
GW07424,Swiggy,683,42,21,3.3,352,26,0.13,14343,1
GW07425,Swiggy,351,67,17,4.4,89,7,0.07,5967,0
GW07426,Swiggy,1090,42,11,3.5,54,8,0.11,11990,0
GW07427,Swiggy,627,57,23,4.0,153,4,0.16,14421,0
GW07428,Swiggy,832,14,23,4.4,314,2,0.17,19136,1
GW07429,Zomato,1134,30,28,4.0,195,17,0.05,31752,0
GW07430,Zomato,587,36,24,4.8,281,21,0.18,14088,0
GW07431,Swiggy,1147,50,16,4.6,50,20,0.08,18352,0
GW07432,Swiggy,1133,10,18,3.7,290,30,0.06,20394,0
GW07433,Swiggy,1027,60,20,3.4,427,2,0.11,20540,1
GW07434,Swiggy,741,25,8,4.8,183,15,0.19,5928,0
GW07435,Swiggy,891,44,14,3.9,255,2,0.29,12474,1
GW07436,Zomato,309,45,18,3.9,265,27,0.25,5562,1
GW07437,Swiggy,1062,53,10,4.7,258,21,0.26,10620,0
GW07438,Swiggy,758,41,9,3.2,130,25,0.07,6822,0
GW07439,Swiggy,641,38,21,4.0,285,29,0.14,13461,0
GW07440,Swiggy,368,48,17,4.5,70,5,0.14,6256,0
GW07441,Zomato,1024,56,27,4.7,417,1,0.14,27648,0
GW07442,Swiggy,720,32,24,4.8,340,25,0.07,17280,0
GW07443,Swiggy,577,24,15,4.0,235,25,0.25,8655,0
GW07444,Zomato,270,35,22,4.7,427,11,0.11,5940,1
GW07445,Swiggy,346,46,29,3.3,354,33,0.15,10034,1
GW07446,Zomato,1064,34,13,3.7,275,19,0.12,13832,0
GW07447,Zomato,762,64,27,3.2,254,18,0.11,20574,0
GW07448,Swiggy,1157,11,29,3.5,191,7,0.19,33553,1
GW07449,Zomato,964,21,9,4.5,117,23,0.3,8676,0
GW07450,Swiggy,1193,28,29,3.2,431,4,0.27,34597,1
GW07451,Swiggy,889,68,22,4.1,183,21,0.28,19558,0
GW07452,Swiggy,599,41,23,3.9,401,13,0.14,13777,1
GW07453,Swiggy,381,32,9,3.4,72,27,0.07,3429,1
GW07454,Zomato,795,14,29,4.4,282,6,0.01,23055,0
GW07455,Zomato,848,64,21,4.4,63,13,0.02,17808,0
GW07456,Zomato,281,34,27,4.5,391,18,0.22,7587,1
GW07457,Zomato,508,66,8,4.6,258,27,0.12,4064,0
GW07458,Swiggy,725,44,16,3.8,409,23,0.2,11600,1
GW07459,Swiggy,1085,65,24,5.0,356,31,0.17,26040,1
GW07460,Swiggy,1074,38,28,3.3,422,21,0.29,30072,1
GW07461,Swiggy,1131,47,21,4.4,307,25,0.22,23751,1
GW07462,Swiggy,1169,54,17,4.9,226,16,0.29,19873,0
GW07463,Zomato,282,29,20,3.6,312,16,0.1,5640,1
GW07464,Swiggy,1148,56,20,3.7,276,21,0.11,22960,0
GW07465,Swiggy,637,45,29,4.2,149,33,0.16,18473,0
GW07466,Swiggy,1047,61,26,4.6,227,28,0.15,27222,0
GW07467,Zomato,1087,16,15,3.8,191,30,0.16,16305,1
GW07468,Zomato,810,31,14,4.7,69,1,0.26,11340,0
GW07469,Zomato,1047,27,24,3.6,269,5,0.22,25128,1
GW07470,Swiggy,705,62,15,4.8,446,33,0.06,10575,0
GW07471,Zomato,843,30,11,3.7,362,11,0.18,9273,1
GW07472,Swiggy,393,31,14,4.3,298,8,0.06,5502,0
GW07473,Zomato,1198,48,27,3.8,226,31,0.13,32346,0
GW07474,Swiggy,1151,21,24,3.8,285,21,0.27,27624,1
GW07475,Swiggy,1041,20,12,3.8,182,25,0.03,12492,0
GW07476,Swiggy,1132,65,27,4.1,402,18,0.29,30564,1
GW07477,Zomato,853,21,11,4.7,364,12,0.07,9383,0
GW07478,Swiggy,473,35,26,4.6,58,12,0.06,12298,0
GW07479,Zomato,466,39,8,4.0,102,35,0.15,3728,0
GW07480,Swiggy,405,24,28,3.7,140,29,0.27,11340,1
GW07481,Swiggy,1038,17,17,4.7,320,14,0.06,17646,0
GW07482,Swiggy,769,52,13,4.8,275,13,0.01,9997,0
GW07483,Swiggy,285,62,19,4.0,387,19,0.13,5415,1
GW07484,Swiggy,885,27,24,4.5,309,20,0.18,21240,1
GW07485,Swiggy,258,19,12,3.9,367,2,0.23,3096,1
GW07486,Zomato,289,17,29,3.5,286,12,0.03,8381,1
GW07487,Swiggy,718,47,16,3.8,262,10,0.16,11488,1
GW07488,Zomato,428,44,16,4.4,259,17,0.06,6848,0
GW07489,Zomato,890,29,12,4.6,357,7,0.13,10680,0
GW07490,Zomato,750,21,26,4.7,213,18,0.29,19500,0
GW07491,Swiggy,622,58,29,3.2,148,13,0.29,18038,1
GW07492,Swiggy,317,12,18,4.1,235,13,0.3,5706,1
GW07493,Swiggy,915,29,19,3.7,120,12,0.12,17385,0
GW07494,Zomato,673,59,12,4.4,275,15,0.21,8076,0
GW07495,Zomato,764,21,15,3.6,243,3,0.26,11460,1
GW07496,Swiggy,613,63,24,4.2,385,10,0.16,14712,1
GW07497,Swiggy,1139,33,15,4.5,359,23,0.15,17085,0
GW07498,Zomato,1026,25,9,4.6,301,4,0.22,9234,1
GW07499,Swiggy,1177,69,25,3.7,207,25,0.16,29425,1
GW07500,Zomato,700,63,26,3.4,80,1,0.18,18200,1
GW07501,Swiggy,765,19,28,3.6,57,5,0.14,21420,0
GW07502,Zomato,1023,28,17,4.3,148,5,0.22,17391,0
GW07503,Swiggy,578,50,14,3.3,387,27,0.26,8092,1
GW07504,Swiggy,1043,23,16,3.5,277,7,0.14,16688,0
GW07505,Zomato,1147,61,19,5.0,235,24,0.15,21793,0
GW07506,Zomato,619,23,19,3.9,134,23,0.28,11761,1
GW07507,Swiggy,846,31,12,4.1,309,8,0.17,10152,1
GW07508,Swiggy,1103,13,18,3.2,145,30,0.15,19854,0
GW07509,Zomato,636,56,24,4.3,129,31,0.29,15264,0
GW07510,Zomato,796,61,22,3.8,323,16,0.03,17512,1
GW07511,Zomato,363,68,18,4.2,327,28,0.19,6534,1
GW07512,Zomato,820,43,22,4.1,332,1,0.02,18040,0
GW07513,Swiggy,287,67,23,4.9,125,11,0.14,6601,0
GW07514,Swiggy,794,27,26,3.7,81,23,0.1,20644,0
GW07515,Zomato,626,43,28,4.2,345,32,0.14,17528,0
GW07516,Zomato,648,27,19,3.9,407,32,0.27,12312,1
GW07517,Swiggy,452,49,10,4.0,285,29,0.16,4520,1
GW07518,Swiggy,451,40,15,3.3,281,31,0.18,6765,1
GW07519,Zomato,349,51,18,4.4,379,19,0.11,6282,1
GW07520,Swiggy,647,29,8,3.6,213,9,0.3,5176,1
GW07521,Swiggy,699,45,11,4.0,315,32,0.29,7689,1
GW07522,Swiggy,1062,51,13,4.0,420,31,0.26,13806,1
GW07523,Zomato,1065,19,17,4.0,180,5,0.22,18105,0
GW07524,Zomato,1189,68,22,3.9,125,23,0.13,26158,0
GW07525,Swiggy,367,12,15,3.6,273,21,0.05,5505,1
GW07526,Zomato,670,30,21,4.0,112,20,0.27,14070,0
GW07527,Zomato,492,45,9,3.3,420,13,0.16,4428,1
GW07528,Swiggy,790,64,27,3.6,399,20,0.17,21330,1
GW07529,Zomato,476,19,28,4.6,443,13,0.04,13328,1
GW07530,Swiggy,750,16,13,4.7,198,7,0.24,9750,0
GW07531,Swiggy,1101,31,10,4.5,69,34,0.17,11010,0
GW07532,Swiggy,462,32,9,4.3,64,17,0.08,4158,0
GW07533,Swiggy,1179,21,21,4.7,400,30,0.06,24759,0
GW07534,Swiggy,948,48,25,3.4,185,4,0.19,23700,1
GW07535,Zomato,362,22,22,4.1,327,4,0.26,7964,1
GW07536,Zomato,622,49,11,3.4,159,15,0.16,6842,1
GW07537,Zomato,548,68,23,4.6,165,22,0.26,12604,0
GW07538,Swiggy,922,22,19,4.1,381,11,0.06,17518,0
GW07539,Swiggy,268,42,24,4.7,322,32,0.17,6432,1
GW07540,Swiggy,1025,40,8,4.6,411,19,0.14,8200,0
GW07541,Swiggy,920,57,27,4.0,61,16,0.1,24840,0
GW07542,Swiggy,260,60,16,4.1,174,10,0.04,4160,0
GW07543,Zomato,257,37,19,3.3,144,17,0.07,4883,1
GW07544,Zomato,402,28,12,4.1,430,6,0.27,4824,1
GW07545,Swiggy,874,30,24,4.4,368,33,0.12,20976,0
GW07546,Swiggy,909,41,10,3.6,377,20,0.26,9090,1
GW07547,Zomato,799,35,13,5.0,303,14,0.25,10387,1
GW07548,Swiggy,384,22,10,5.0,97,28,0.1,3840,0
GW07549,Zomato,622,38,29,3.7,259,6,0.15,18038,0
GW07550,Zomato,710,16,13,4.5,293,19,0.14,9230,0
GW07551,Zomato,1184,56,28,3.3,76,6,0.27,33152,1
GW07552,Swiggy,484,35,20,4.4,411,5,0.19,9680,1
GW07553,Zomato,504,15,28,4.3,166,2,0.14,14112,0
GW07554,Swiggy,835,41,26,4.7,112,6,0.16,21710,0
GW07555,Zomato,577,45,22,3.7,247,14,0.25,12694,1
GW07556,Swiggy,611,63,14,4.8,205,14,0.1,8554,0
GW07557,Swiggy,623,32,20,4.7,175,30,0.13,12460,0
GW07558,Swiggy,1037,61,27,4.4,206,24,0.05,27999,0
GW07559,Swiggy,458,20,9,4.1,156,30,0.17,4122,1
GW07560,Zomato,516,65,26,4.3,351,11,0.29,13416,1
GW07561,Zomato,905,30,26,4.5,136,14,0.11,23530,0
GW07562,Zomato,803,28,10,5.0,362,22,0.28,8030,1
GW07563,Swiggy,985,43,10,3.4,277,3,0.24,9850,1
GW07564,Zomato,1107,58,13,3.8,59,29,0.24,14391,1
GW07565,Swiggy,755,56,20,4.6,357,8,0.23,15100,1
GW07566,Zomato,813,61,21,3.9,76,7,0.23,17073,1
GW07567,Zomato,670,59,13,4.4,323,24,0.11,8710,0
GW07568,Swiggy,557,53,16,3.4,346,5,0.25,8912,1
GW07569,Zomato,386,44,17,4.5,102,20,0.29,6562,1
GW07570,Swiggy,668,58,23,4.4,62,5,0.04,15364,0
GW07571,Swiggy,444,40,22,4.3,200,6,0.05,9768,0
GW07572,Swiggy,344,55,19,4.6,100,28,0.01,6536,0
GW07573,Swiggy,739,38,20,4.8,345,15,0.21,14780,1
GW07574,Zomato,1152,15,25,4.7,284,26,0.03,28800,0
GW07575,Swiggy,507,45,9,3.4,392,21,0.16,4563,1
GW07576,Swiggy,274,62,21,4.5,89,21,0.21,5754,1
GW07577,Zomato,481,40,24,4.0,355,9,0.18,11544,1
GW07578,Zomato,581,41,8,3.8,169,10,0.19,4648,1
GW07579,Zomato,855,49,29,4.8,418,25,0.29,24795,1
GW07580,Zomato,1111,68,18,4.2,78,21,0.1,19998,0
GW07581,Zomato,470,29,21,4.1,123,34,0.19,9870,1
GW07582,Swiggy,546,31,19,4.6,167,31,0.19,10374,0
GW07583,Swiggy,452,12,21,4.2,271,2,0.09,9492,0
GW07584,Swiggy,1197,17,24,4.7,199,16,0.1,28728,0
GW07585,Swiggy,592,54,19,3.4,235,35,0.22,11248,1
GW07586,Zomato,842,28,13,4.6,272,31,0.1,10946,0
GW07587,Swiggy,454,40,16,3.5,347,12,0.08,7264,1
GW07588,Zomato,1141,41,19,3.6,72,23,0.3,21679,1
GW07589,Swiggy,326,24,24,3.5,307,17,0.04,7824,1
GW07590,Swiggy,799,64,23,3.6,255,14,0.1,18377,0
GW07591,Swiggy,956,48,9,4.5,345,33,0.25,8604,1
GW07592,Zomato,291,40,25,4.4,424,6,0.07,7275,1
GW07593,Zomato,704,12,23,3.6,351,23,0.08,16192,1
GW07594,Zomato,431,60,17,3.7,409,31,0.06,7327,1
GW07595,Swiggy,1006,67,26,3.4,259,5,0.18,26156,1
GW07596,Zomato,444,41,11,3.9,249,3,0.01,4884,1
GW07597,Swiggy,839,19,14,3.9,411,28,0.26,11746,1
GW07598,Swiggy,1081,37,23,3.5,277,31,0.12,24863,0
GW07599,Zomato,637,36,26,4.7,252,17,0.16,16562,0
GW07600,Swiggy,1176,57,12,4.7,415,22,0.08,14112,0
GW07601,Zomato,886,55,12,3.4,237,13,0.02,10632,0
GW07602,Swiggy,390,49,14,3.7,385,21,0.29,5460,1
GW07603,Zomato,276,52,24,4.5,448,21,0.27,6624,1
GW07604,Zomato,564,40,8,4.8,281,6,0.09,4512,0
GW07605,Swiggy,570,60,10,3.3,352,10,0.04,5700,1
GW07606,Zomato,697,43,23,4.8,177,14,0.14,16031,0
GW07607,Swiggy,1042,14,29,3.3,388,23,0.17,30218,1
GW07608,Zomato,542,20,9,4.3,365,7,0.18,4878,1
GW07609,Swiggy,1003,16,8,3.2,121,24,0.28,8024,1
GW07610,Swiggy,485,17,28,4.9,432,15,0.21,13580,1
GW07611,Swiggy,964,26,14,3.8,322,23,0.19,13496,1
GW07612,Swiggy,706,53,17,4.4,298,5,0.03,12002,0
GW07613,Zomato,1141,59,10,3.5,115,20,0.16,11410,1
GW07614,Swiggy,1088,48,25,3.8,342,10,0.17,27200,1
GW07615,Swiggy,903,50,10,4.5,417,23,0.19,9030,1
GW07616,Swiggy,855,60,14,5.0,329,27,0.06,11970,0
GW07617,Swiggy,913,23,22,5.0,130,31,0.29,20086,0
GW07618,Zomato,1014,33,8,4.7,192,6,0.18,8112,0
GW07619,Zomato,316,39,26,4.7,100,13,0.13,8216,0
GW07620,Swiggy,425,67,12,4.9,328,28,0.2,5100,1
GW07621,Zomato,759,60,28,3.3,396,16,0.05,21252,1
GW07622,Zomato,864,61,29,3.5,263,17,0.14,25056,0
GW07623,Swiggy,340,59,14,3.3,352,31,0.22,4760,1
GW07624,Zomato,954,66,18,4.1,239,10,0.28,17172,0
GW07625,Swiggy,415,24,8,4.9,254,31,0.14,3320,0
GW07626,Zomato,851,62,29,4.2,290,6,0.19,24679,0
GW07627,Zomato,1087,62,9,4.2,293,20,0.13,9783,0
GW07628,Swiggy,1076,13,21,4.7,317,21,0.16,22596,1
GW07629,Zomato,1029,22,17,4.9,148,16,0.16,17493,0
GW07630,Zomato,687,14,10,4.5,433,25,0.21,6870,1
GW07631,Swiggy,300,40,21,4.8,397,34,0.2,6300,1
GW07632,Zomato,927,21,12,3.5,315,8,0.01,11124,1
GW07633,Swiggy,935,39,24,4.1,251,14,0.03,22440,0
GW07634,Zomato,988,58,14,3.9,94,23,0.23,13832,1
GW07635,Zomato,515,19,8,3.8,265,12,0.06,4120,0
GW07636,Swiggy,770,39,18,3.6,397,20,0.23,13860,1
GW07637,Swiggy,336,35,13,4.8,408,24,0.25,4368,1
GW07638,Zomato,855,53,23,4.0,86,13,0.28,19665,0
GW07639,Swiggy,301,15,21,4.2,442,33,0.25,6321,1
GW07640,Swiggy,428,36,24,3.7,149,34,0.16,10272,1
GW07641,Swiggy,527,29,22,4.9,404,32,0.07,11594,0
GW07642,Swiggy,488,37,21,4.3,412,29,0.05,10248,1
GW07643,Swiggy,834,29,14,3.2,226,27,0.26,11676,1
GW07644,Swiggy,588,21,17,3.7,301,13,0.12,9996,1
GW07645,Swiggy,321,54,26,5.0,102,22,0.03,8346,0
GW07646,Zomato,623,30,14,5.0,410,7,0.11,8722,0
GW07647,Swiggy,829,39,22,4.2,200,7,0.26,18238,0
GW07648,Swiggy,766,58,21,4.2,176,29,0.17,16086,0
GW07649,Swiggy,1100,61,22,4.8,445,14,0.2,24200,1
GW07650,Zomato,487,19,26,4.5,292,2,0.08,12662,0
GW07651,Swiggy,715,60,28,4.9,390,7,0.02,20020,0
GW07652,Swiggy,370,14,23,4.1,78,17,0.28,8510,1
GW07653,Swiggy,662,67,9,5.0,277,33,0.03,5958,0
GW07654,Zomato,972,46,9,4.2,156,22,0.3,8748,0
GW07655,Zomato,1023,17,8,4.4,278,14,0.26,8184,0
GW07656,Zomato,1086,39,23,3.3,332,1,0.04,24978,1
GW07657,Zomato,819,26,26,4.3,247,8,0.3,21294,0
GW07658,Zomato,292,12,11,4.6,197,8,0.24,3212,1
GW07659,Swiggy,753,30,10,4.0,231,29,0.26,7530,0
GW07660,Zomato,446,25,18,4.1,97,17,0.24,8028,1
GW07661,Swiggy,321,41,24,3.9,156,27,0.28,7704,1
GW07662,Zomato,340,36,12,4.9,233,8,0.23,4080,1
GW07663,Zomato,798,60,16,4.1,199,6,0.16,12768,0
GW07664,Swiggy,740,15,8,3.4,200,30,0.01,5920,0
GW07665,Swiggy,1075,51,16,3.3,211,23,0.09,17200,0
GW07666,Swiggy,998,25,11,4.6,309,15,0.18,10978,1
GW07667,Zomato,632,54,23,4.2,321,14,0.1,14536,0
GW07668,Zomato,1054,12,22,3.2,373,27,0.13,23188,1
GW07669,Zomato,715,63,17,3.9,77,3,0.04,12155,0
GW07670,Swiggy,403,49,12,4.8,282,12,0.29,4836,1
GW07671,Zomato,419,29,23,4.9,71,3,0.04,9637,0
GW07672,Zomato,521,49,13,3.3,57,1,0.03,6773,0
GW07673,Zomato,1167,16,23,3.4,267,17,0.18,26841,1
GW07674,Swiggy,359,68,11,3.2,280,18,0.19,3949,1
GW07675,Swiggy,400,20,29,4.8,399,10,0.16,11600,1
GW07676,Zomato,680,38,28,3.3,163,12,0.11,19040,0
GW07677,Zomato,700,61,22,3.4,230,17,0.28,15400,1
GW07678,Zomato,892,12,10,3.6,186,22,0.11,8920,0
GW07679,Swiggy,1029,30,26,4.9,395,14,0.1,26754,0
GW07680,Swiggy,272,62,16,4.4,172,8,0.28,4352,1
GW07681,Zomato,616,41,12,4.3,103,17,0.27,7392,0
GW07682,Swiggy,900,39,23,4.6,380,15,0.15,20700,0
GW07683,Zomato,1069,48,10,4.4,426,6,0.09,10690,0
GW07684,Swiggy,488,20,15,4.5,147,7,0.05,7320,0
GW07685,Swiggy,683,26,21,3.3,140,32,0.24,14343,1
GW07686,Zomato,953,34,10,4.3,59,9,0.22,9530,0
GW07687,Zomato,376,59,23,4.6,291,20,0.04,8648,0
GW07688,Swiggy,1191,34,14,4.2,445,2,0.22,16674,1
GW07689,Swiggy,790,18,16,3.2,313,18,0.27,12640,1
GW07690,Zomato,882,54,10,3.6,247,2,0.03,8820,0
GW07691,Swiggy,447,38,15,4.9,393,15,0.13,6705,1
GW07692,Zomato,935,24,19,4.5,306,11,0.13,17765,0
GW07693,Swiggy,905,28,24,4.4,330,3,0.24,21720,1
GW07694,Zomato,731,24,21,4.4,350,9,0.04,15351,0
GW07695,Zomato,428,48,23,3.4,224,23,0.05,9844,1
GW07696,Zomato,1118,44,26,3.2,316,10,0.12,29068,1
GW07697,Swiggy,772,65,11,4.0,239,24,0.26,8492,0
GW07698,Zomato,900,49,10,4.0,264,32,0.3,9000,0
GW07699,Swiggy,686,22,20,4.7,89,4,0.17,13720,0
GW07700,Swiggy,1014,25,16,3.5,120,7,0.06,16224,0
GW07701,Zomato,1106,12,20,3.7,268,29,0.27,22120,1
GW07702,Zomato,563,62,19,3.3,414,29,0.06,10697,1
GW07703,Zomato,268,40,28,3.9,54,9,0.12,7504,1
GW07704,Swiggy,409,64,22,3.7,274,2,0.22,8998,1
GW07705,Swiggy,1067,10,10,3.7,234,3,0.03,10670,0
GW07706,Swiggy,371,44,10,3.7,193,28,0.15,3710,1
GW07707,Zomato,321,25,9,3.6,444,20,0.13,2889,1
GW07708,Zomato,304,10,13,3.8,231,4,0.28,3952,1
GW07709,Swiggy,709,59,23,4.2,432,30,0.17,16307,1
GW07710,Zomato,418,23,25,4.0,355,31,0.27,10450,1
GW07711,Swiggy,860,16,16,3.3,265,22,0.04,13760,0
GW07712,Swiggy,831,32,10,4.0,239,9,0.17,8310,0
GW07713,Swiggy,398,44,23,4.7,405,9,0.21,9154,1
GW07714,Swiggy,878,38,11,3.4,312,31,0.05,9658,1
GW07715,Swiggy,275,31,21,4.9,397,16,0.26,5775,1
GW07716,Zomato,497,25,11,3.8,365,35,0.26,5467,1
GW07717,Swiggy,1146,38,25,3.2,344,22,0.21,28650,1
GW07718,Zomato,970,15,25,3.7,126,31,0.16,24250,1
GW07719,Swiggy,476,27,25,3.3,100,13,0.21,11900,1
GW07720,Zomato,1172,38,28,4.2,440,28,0.09,32816,0
GW07721,Zomato,1195,34,10,3.8,173,7,0.04,11950,0
GW07722,Zomato,875,54,14,4.7,173,25,0.17,12250,0
GW07723,Swiggy,955,65,20,4.5,216,1,0.15,19100,0
GW07724,Zomato,733,11,14,4.0,254,35,0.13,10262,0
GW07725,Zomato,1082,53,29,4.2,213,11,0.06,31378,0
GW07726,Swiggy,259,41,20,4.3,61,34,0.07,5180,0
GW07727,Swiggy,344,45,11,3.7,377,18,0.3,3784,1
GW07728,Swiggy,370,41,23,3.5,156,31,0.28,8510,1
GW07729,Zomato,375,50,22,3.9,405,16,0.08,8250,1
GW07730,Swiggy,798,29,20,3.4,102,30,0.03,15960,0
GW07731,Swiggy,318,64,17,3.8,238,25,0.1,5406,1
GW07732,Swiggy,546,46,17,4.2,416,28,0.26,9282,1
GW07733,Swiggy,935,51,12,4.2,171,24,0.07,11220,0
GW07734,Zomato,750,47,11,3.4,285,34,0.3,8250,1
GW07735,Swiggy,294,42,26,3.2,72,21,0.07,7644,1
GW07736,Zomato,884,61,22,3.4,328,11,0.17,19448,1
GW07737,Zomato,631,14,16,3.3,279,27,0.3,10096,1
GW07738,Swiggy,276,15,23,3.9,334,9,0.05,6348,1
GW07739,Zomato,954,31,11,3.9,201,16,0.07,10494,0
GW07740,Swiggy,746,30,18,3.6,199,11,0.18,13428,1
GW07741,Zomato,1101,28,24,3.6,61,14,0.24,26424,1
GW07742,Swiggy,385,52,28,3.9,385,15,0.21,10780,1
GW07743,Zomato,956,24,8,3.4,242,22,0.18,7648,1
GW07744,Swiggy,298,43,16,3.6,420,22,0.13,4768,1
GW07745,Swiggy,857,56,19,3.9,85,25,0.24,16283,1
GW07746,Zomato,756,16,19,3.4,91,22,0.05,14364,0
GW07747,Swiggy,370,26,17,4.7,283,3,0.08,6290,0
GW07748,Zomato,1010,53,16,4.4,433,30,0.24,16160,1
GW07749,Swiggy,466,53,28,3.9,73,1,0.09,13048,1
GW07750,Zomato,875,14,27,3.5,87,3,0.05,23625,0
GW07751,Swiggy,775,61,23,3.5,209,17,0.25,17825,1
GW07752,Zomato,823,48,20,3.4,304,33,0.23,16460,1
GW07753,Swiggy,292,11,10,3.5,235,13,0.2,2920,1
GW07754,Swiggy,1172,36,25,4.0,103,8,0.2,29300,0
GW07755,Swiggy,1001,54,11,3.6,302,32,0.2,11011,1
GW07756,Zomato,345,33,26,4.8,381,26,0.22,8970,1
GW07757,Swiggy,276,50,20,4.9,315,6,0.1,5520,1
GW07758,Zomato,1085,56,20,4.4,106,12,0.26,21700,0
GW07759,Zomato,1144,37,19,4.7,253,8,0.09,21736,0
GW07760,Swiggy,491,67,8,3.7,382,29,0.13,3928,1
GW07761,Zomato,736,56,9,4.4,128,20,0.16,6624,0
GW07762,Swiggy,489,10,10,3.3,301,13,0.24,4890,1
GW07763,Swiggy,553,62,29,4.9,431,8,0.14,16037,0
GW07764,Zomato,316,61,28,4.4,79,18,0.16,8848,1
GW07765,Zomato,530,30,28,3.8,358,26,0.26,14840,1
GW07766,Zomato,441,66,29,4.6,126,20,0.3,12789,1
GW07767,Swiggy,368,37,20,3.2,292,33,0.24,7360,1
GW07768,Swiggy,401,12,19,3.9,225,8,0.1,7619,1
GW07769,Swiggy,1026,39,23,4.8,348,12,0.04,23598,0
GW07770,Zomato,641,10,21,3.7,178,2,0.21,13461,1
GW07771,Swiggy,480,68,21,4.4,131,16,0.21,10080,1
GW07772,Zomato,600,60,24,3.8,344,11,0.15,14400,1
GW07773,Swiggy,1010,61,12,3.9,445,17,0.22,12120,1
GW07774,Swiggy,820,54,13,4.5,227,30,0.03,10660,0
GW07775,Swiggy,778,56,17,4.8,442,8,0.3,13226,1
GW07776,Swiggy,420,54,29,3.5,181,23,0.15,12180,1
GW07777,Swiggy,1112,27,16,3.7,425,10,0.17,17792,1
GW07778,Zomato,381,58,14,4.1,268,6,0.16,5334,1
GW07779,Zomato,606,42,11,4.3,304,1,0.17,6666,1
GW07780,Swiggy,897,24,14,4.0,141,11,0.24,12558,0
GW07781,Swiggy,291,33,18,4.6,73,23,0.03,5238,0
GW07782,Swiggy,554,45,13,4.6,117,3,0.28,7202,0
GW07783,Zomato,255,69,23,3.9,303,14,0.11,5865,1
GW07784,Swiggy,578,43,23,3.3,205,13,0.19,13294,1
GW07785,Zomato,419,35,20,3.6,229,20,0.03,8380,1
GW07786,Swiggy,1049,60,19,4.1,368,35,0.15,19931,0
GW07787,Swiggy,1160,49,29,4.9,270,15,0.25,33640,0
GW07788,Zomato,587,31,9,4.2,402,5,0.1,5283,0
GW07789,Swiggy,976,25,28,4.2,79,21,0.11,27328,0
GW07790,Zomato,318,49,20,4.5,196,11,0.2,6360,1
GW07791,Swiggy,1131,51,8,3.5,198,7,0.03,9048,0
GW07792,Swiggy,788,25,17,3.5,326,12,0.12,13396,1
GW07793,Swiggy,986,14,17,3.8,389,4,0.24,16762,1
GW07794,Zomato,1083,60,18,5.0,305,23,0.2,19494,1
GW07795,Zomato,756,15,16,4.8,360,26,0.17,12096,1
GW07796,Swiggy,995,51,11,4.4,338,2,0.18,10945,1
GW07797,Zomato,735,33,24,3.9,58,16,0.08,17640,0
GW07798,Swiggy,692,39,26,4.2,99,34,0.28,17992,0
GW07799,Swiggy,1173,46,17,3.7,144,11,0.3,19941,1
GW07800,Swiggy,1169,41,20,4.4,81,23,0.06,23380,0
GW07801,Swiggy,300,62,9,4.0,90,23,0.03,2700,0
GW07802,Swiggy,398,28,16,3.4,264,30,0.06,6368,1
GW07803,Zomato,1176,60,14,3.6,421,20,0.1,16464,1
GW07804,Swiggy,836,54,17,4.3,347,16,0.22,14212,1
GW07805,Swiggy,1067,37,19,4.5,449,11,0.17,20273,1
GW07806,Swiggy,341,56,29,3.4,125,31,0.03,9889,1
GW07807,Zomato,617,17,27,4.7,447,24,0.16,16659,1
GW07808,Zomato,1185,52,18,4.7,135,26,0.18,21330,0
GW07809,Swiggy,829,10,11,4.5,153,2,0.05,9119,0
GW07810,Swiggy,996,13,19,4.4,205,15,0.03,18924,0
GW07811,Swiggy,1123,66,19,3.6,203,22,0.13,21337,0
GW07812,Swiggy,905,31,15,4.9,140,26,0.23,13575,0
GW07813,Swiggy,325,31,27,3.7,385,4,0.06,8775,1
GW07814,Swiggy,335,39,21,3.5,233,6,0.05,7035,1
GW07815,Swiggy,476,67,14,4.3,57,22,0.25,6664,1
